               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,            0.048293,           0.0098953,                   0,             0.43447,             0.51667,              0.3869,             0.11522,            0.058972,            0.010433,                   0,           0.0092086,           0.0092086,           0.0092086
                  25,            0.047439,            0.010474,                   0,             0.41572,                 0.5,             0.38234,             0.12602,            0.051399,             0.01177,                   0,           0.0091406,           0.0091406,           0.0091406
                  26,            0.046622,            0.010303,                   0,             0.51779,             0.68333,             0.51328,             0.15907,            0.052333,            0.010381,                   0,           0.0090701,           0.0090701,           0.0090701
                  27,            0.046494,            0.010824,                   0,             0.54847,                0.65,             0.60861,             0.21123,            0.052456,            0.010061,                   0,           0.0089972,           0.0089972,           0.0089972
                  28,            0.044728,            0.010424,                   0,             0.76417,             0.43333,             0.55077,             0.16956,            0.058165,            0.010765,                   0,           0.0089218,           0.0089218,           0.0089218
                  29,             0.04491,            0.010605,                   0,             0.69498,             0.53333,             0.57138,             0.20118,            0.053778,            0.010472,                   0,           0.0088442,           0.0088442,           0.0088442
                  30,            0.043383,           0.0099744,                   0,             0.67834,             0.56667,              0.6246,             0.18916,            0.049553,            0.010307,                   0,           0.0087642,           0.0087642,           0.0087642
                  31,            0.043776,           0.0097095,                   0,             0.65352,             0.56586,             0.52973,             0.18122,            0.050394,            0.010533,                   0,            0.008682,            0.008682,            0.008682
                  32,            0.043793,           0.0099263,                   0,             0.59097,             0.48333,             0.47792,             0.15914,            0.052203,            0.010583,                   0,           0.0085976,           0.0085976,           0.0085976
                  33,            0.044061,           0.0098242,                   0,             0.66533,             0.56667,             0.60644,             0.17397,            0.051412,            0.010433,                   0,           0.0085111,           0.0085111,           0.0085111
                  34,            0.041941,            0.010256,                   0,             0.54339,             0.51667,             0.47158,             0.16891,            0.051613,            0.010652,                   0,           0.0084225,           0.0084225,           0.0084225
                  35,            0.041827,           0.0099812,                   0,             0.70522,             0.56667,              0.5821,             0.17962,             0.04864,            0.010536,                   0,           0.0083319,           0.0083319,           0.0083319
                  36,             0.04309,            0.009886,                   0,              0.5322,             0.66667,             0.60731,             0.17054,             0.05271,            0.010555,                   0,           0.0082394,           0.0082394,           0.0082394
                  37,            0.041369,            0.009253,                   0,             0.54001,             0.66667,             0.55784,             0.16231,            0.047812,            0.010283,                   0,            0.008145,            0.008145,            0.008145
                  38,            0.042718,           0.0096084,                   0,             0.51216,                 0.7,             0.56695,             0.17694,            0.048562,            0.010603,                   0,           0.0080488,           0.0080488,           0.0080488
                  39,            0.040791,           0.0097431,                   0,             0.59636,             0.66667,             0.60242,             0.20624,            0.049712,           0.0097207,                   0,           0.0079509,           0.0079509,           0.0079509
                  40,            0.041326,           0.0097387,                   0,             0.64551,             0.51595,             0.54176,             0.19763,            0.052068,            0.010484,                   0,           0.0078512,           0.0078512,           0.0078512
                  41,            0.041287,           0.0093204,                   0,             0.51177,                 0.7,             0.57766,             0.17885,            0.048158,            0.010576,                   0,             0.00775,             0.00775,             0.00775
                  42,            0.041826,           0.0094394,                   0,             0.60367,             0.53333,             0.51153,              0.1542,            0.051223,            0.011116,                   0,           0.0076472,           0.0076472,           0.0076472
                  43,            0.040485,           0.0097209,                   0,             0.57326,             0.51667,             0.54417,             0.16248,            0.052784,            0.011111,                   0,            0.007543,            0.007543,            0.007543
                  44,            0.039727,           0.0097012,                   0,              0.5323,             0.68333,             0.58049,             0.18777,            0.051451,            0.010499,                   0,           0.0074373,           0.0074373,           0.0074373
                  45,            0.040306,           0.0090473,                   0,             0.68011,             0.53333,             0.53045,             0.17415,            0.050817,            0.010494,                   0,           0.0073303,           0.0073303,           0.0073303
                  46,            0.039317,           0.0095375,                   0,             0.72501,             0.61667,             0.65642,             0.20185,            0.047236,            0.010459,                   0,           0.0072221,           0.0072221,           0.0072221
                  47,            0.037799,           0.0090125,                   0,             0.63759,             0.61576,             0.61792,             0.22186,            0.047549,            0.010088,                   0,           0.0071127,           0.0071127,           0.0071127
                  48,            0.039096,           0.0094913,                   0,             0.62314,             0.58333,             0.55091,             0.18486,            0.051929,            0.010629,                   0,           0.0070021,           0.0070021,           0.0070021
                  49,            0.038279,            0.009132,                   0,             0.78715,             0.61637,              0.6565,             0.23544,            0.052412,           0.0099755,                   0,           0.0068906,           0.0068906,           0.0068906
                  50,            0.039361,           0.0091536,                   0,             0.66377,             0.56667,             0.58698,             0.20552,            0.048028,           0.0099784,                   0,           0.0067781,           0.0067781,           0.0067781
                  51,            0.038835,           0.0093625,                   0,             0.65503,             0.66667,             0.65415,             0.20951,            0.050654,            0.010418,                   0,           0.0066647,           0.0066647,           0.0066647
                  52,            0.037788,           0.0093121,                   0,              0.6949,             0.68329,             0.70773,             0.20877,            0.047404,           0.0097969,                   0,           0.0065505,           0.0065505,           0.0065505
                  53,            0.037403,           0.0092952,                   0,             0.63363,                0.55,             0.61014,             0.20334,            0.051247,            0.010474,                   0,           0.0064356,           0.0064356,           0.0064356
                  54,            0.036057,           0.0088132,                   0,             0.62104,             0.68333,             0.64515,             0.20349,            0.051821,            0.010598,                   0,           0.0063201,           0.0063201,           0.0063201
                  55,            0.037872,           0.0085599,                   0,             0.68359,                0.65,             0.65389,              0.2372,            0.052617,            0.010516,                   0,            0.006204,            0.006204,            0.006204
                  56,            0.037765,           0.0090452,                   0,             0.79835,                 0.6,             0.69995,             0.25671,             0.04485,           0.0098438,                   0,           0.0060874,           0.0060874,           0.0060874
                  57,            0.037382,           0.0089515,                   0,             0.66584,             0.53333,             0.52846,             0.15736,              0.0494,            0.010976,                   0,           0.0059704,           0.0059704,           0.0059704
                  58,             0.03629,            0.008751,                   0,              0.6846,             0.61667,             0.59337,             0.18865,            0.050832,            0.010107,                   0,           0.0058531,           0.0058531,           0.0058531
                  59,            0.036959,           0.0085818,                   0,             0.59154,                 0.7,             0.63639,             0.20529,            0.049573,            0.010168,                   0,           0.0057355,           0.0057355,           0.0057355
                  60,              0.0355,           0.0083686,                   0,             0.61529,             0.53333,             0.49967,             0.19023,            0.052964,            0.011075,                   0,           0.0056178,           0.0056178,           0.0056178
                  61,            0.035774,           0.0087044,                   0,             0.71946,                 0.6,             0.63084,              0.2208,            0.053935,            0.010005,                   0,              0.0055,              0.0055,              0.0055
                  62,            0.035482,           0.0085426,                   0,             0.70578,             0.68333,             0.68182,             0.25343,            0.052959,            0.009982,                   0,           0.0053822,           0.0053822,           0.0053822
                  63,            0.034608,           0.0083882,                   0,             0.64987,             0.64963,             0.65666,               0.244,            0.047988,            0.010557,                   0,           0.0052645,           0.0052645,           0.0052645
                  64,             0.03519,           0.0085671,                   0,             0.62706,             0.61651,             0.62269,             0.20261,               0.051,            0.010789,                   0,           0.0051469,           0.0051469,           0.0051469
                  65,            0.034638,           0.0082956,                   0,             0.65616,             0.69972,             0.63614,             0.20055,            0.052309,            0.011107,                   0,           0.0050296,           0.0050296,           0.0050296
                  66,            0.035168,           0.0086102,                   0,             0.67487,             0.66667,             0.63938,             0.22406,            0.052522,            0.010035,                   0,           0.0049126,           0.0049126,           0.0049126
                  67,            0.034677,            0.008491,                   0,             0.82217,             0.61644,             0.64436,             0.22357,            0.053351,            0.010726,                   0,            0.004796,            0.004796,            0.004796
                  68,            0.033424,           0.0083316,                   0,             0.60229,             0.68333,             0.60968,             0.22281,            0.051822,            0.010183,                   0,           0.0046799,           0.0046799,           0.0046799
                  69,            0.035072,           0.0082728,                   0,             0.58747,             0.66667,             0.61979,             0.20087,            0.050256,            0.010845,                   0,           0.0045644,           0.0045644,           0.0045644
                  70,            0.033967,           0.0082154,                   0,             0.70169,             0.66648,             0.65432,             0.24916,            0.049482,            0.010051,                   0,           0.0044495,           0.0044495,           0.0044495
                  71,            0.034472,           0.0079137,                   0,             0.71222,             0.66667,             0.61714,             0.23646,            0.053191,            0.010509,                   0,           0.0043353,           0.0043353,           0.0043353
                  72,            0.033734,           0.0082379,                   0,             0.67217,                0.65,             0.63525,             0.24326,            0.052981,            0.010816,                   0,           0.0042219,           0.0042219,           0.0042219
                  73,            0.033883,           0.0086273,                   0,             0.69014,             0.63333,             0.66677,             0.24719,            0.051877,            0.010966,                   0,           0.0041094,           0.0041094,           0.0041094
                  74,            0.032374,           0.0082117,                   0,             0.80388,             0.68314,             0.70199,             0.27384,            0.050415,            0.010605,                   0,           0.0039979,           0.0039979,           0.0039979
                  75,            0.033118,            0.008256,                   0,             0.79987,             0.66613,             0.67186,             0.23748,            0.053397,            0.010759,                   0,           0.0038873,           0.0038873,           0.0038873
                  76,              0.0328,           0.0081506,                   0,             0.62442,             0.66503,             0.60684,             0.24328,            0.053728,            0.010529,                   0,           0.0037779,           0.0037779,           0.0037779
                  77,            0.033336,            0.007565,                   0,             0.70895,                0.65,             0.68793,             0.25061,            0.053162,            0.010747,                   0,           0.0036697,           0.0036697,           0.0036697
                  78,            0.032749,           0.0080958,                   0,             0.81629,             0.66653,             0.73779,             0.29413,            0.050553,            0.010454,                   0,           0.0035627,           0.0035627,           0.0035627
                  79,            0.031958,           0.0084885,                   0,             0.74472,             0.63333,             0.69646,             0.24639,            0.050142,            0.010594,                   0,            0.003457,            0.003457,            0.003457
                  80,            0.031498,           0.0080773,                   0,              0.6663,             0.63231,             0.64963,             0.24911,            0.051722,            0.010589,                   0,           0.0033528,           0.0033528,           0.0033528
                  81,            0.032063,           0.0079768,                   0,             0.77046,             0.61667,             0.64908,             0.28286,            0.053992,             0.01089,                   0,             0.00325,             0.00325,             0.00325
                  82,            0.031335,           0.0080268,                   0,             0.70842,             0.64791,              0.6295,             0.26364,            0.054446,            0.010796,                   0,           0.0031488,           0.0031488,           0.0031488
                  83,             0.03146,           0.0074979,                   0,             0.69379,             0.56643,             0.61328,             0.23591,            0.051897,            0.011015,                   0,           0.0030491,           0.0030491,           0.0030491
                  84,            0.031886,           0.0077526,                   0,             0.67991,             0.56667,             0.60928,             0.24414,            0.052039,            0.010697,                   0,           0.0029512,           0.0029512,           0.0029512
                  85,            0.031175,           0.0076725,                   0,             0.70165,                0.55,             0.62347,             0.22664,            0.050554,            0.011127,                   0,            0.002855,            0.002855,            0.002855
                  86,            0.030193,           0.0077413,                   0,             0.62293,             0.63333,             0.57424,             0.22905,            0.055626,            0.011376,                   0,           0.0027606,           0.0027606,           0.0027606
                  87,            0.030264,           0.0072649,                   0,             0.67286,             0.58333,             0.58189,             0.24945,            0.052244,            0.011209,                   0,           0.0026681,           0.0026681,           0.0026681
                  88,            0.030792,           0.0076325,                   0,             0.72216,             0.64979,             0.64528,             0.25138,            0.049688,            0.010975,                   0,           0.0025775,           0.0025775,           0.0025775
                  89,            0.030434,           0.0071844,                   0,             0.71648,             0.71603,             0.69829,             0.26153,            0.047304,            0.010842,                   0,           0.0024889,           0.0024889,           0.0024889
                  90,            0.029863,           0.0075456,                   0,              0.8043,             0.61649,             0.65208,             0.24986,            0.048153,            0.011442,                   0,           0.0024024,           0.0024024,           0.0024024
                  91,            0.029762,           0.0076555,                   0,             0.66644,             0.63333,              0.6491,             0.26102,            0.050683,            0.011235,                   0,            0.002318,            0.002318,            0.002318
                  92,            0.029391,           0.0075193,                   0,             0.71127,             0.61587,             0.63218,             0.24875,            0.051552,            0.011127,                   0,           0.0022358,           0.0022358,           0.0022358
                  93,            0.029168,           0.0072353,                   0,             0.71177,             0.69967,               0.673,             0.23844,            0.051961,            0.011183,                   0,           0.0021558,           0.0021558,           0.0021558
                  94,            0.029924,           0.0073802,                   0,             0.73143,             0.68333,             0.68675,             0.23864,            0.052274,            0.010725,                   0,           0.0020782,           0.0020782,           0.0020782
                  95,            0.028876,           0.0073149,                   0,             0.65499,             0.63282,             0.62626,             0.25503,            0.051537,            0.011049,                   0,           0.0020028,           0.0020028,           0.0020028
                  96,            0.028408,           0.0073969,                   0,             0.70366,             0.63333,             0.65434,              0.2632,            0.051184,            0.011252,                   0,           0.0019299,           0.0019299,           0.0019299
                  97,            0.028221,           0.0070466,                   0,              0.6935,             0.71667,             0.71166,              0.2731,            0.052253,             0.01073,                   0,           0.0018594,           0.0018594,           0.0018594
                  98,            0.028858,           0.0072864,                   0,             0.67235,                0.65,             0.63753,             0.25009,            0.052039,            0.011051,                   0,           0.0017914,           0.0017914,           0.0017914
                  99,            0.029941,           0.0076903,                   0,             0.66591,             0.76667,             0.70148,             0.26522,            0.050656,            0.010497,                   0,            0.001726,            0.001726,            0.001726
                 100,            0.027388,           0.0073246,                   0,             0.68179,              0.7499,             0.68561,             0.26446,            0.050474,            0.011135,                   0,           0.0016631,           0.0016631,           0.0016631
                 101,            0.028267,           0.0072403,                   0,              0.7342,                 0.6,             0.63431,             0.24833,            0.050932,            0.011395,                   0,           0.0016029,           0.0016029,           0.0016029
                 102,            0.028402,           0.0075682,                   0,             0.72919,             0.63333,             0.65805,             0.27399,            0.051107,            0.010961,                   0,           0.0015453,           0.0015453,           0.0015453
                 103,            0.029376,            0.007177,                   0,             0.76783,             0.71656,             0.69953,             0.25612,            0.051646,            0.011032,                   0,           0.0014905,           0.0014905,           0.0014905
                 104,            0.027952,           0.0068926,                   0,             0.82332,                 0.7,             0.74141,             0.28544,            0.050868,            0.010904,                   0,           0.0014384,           0.0014384,           0.0014384
                 105,            0.027414,           0.0069715,                   0,             0.67909,             0.59959,             0.59992,             0.24203,             0.05207,            0.011375,                   0,            0.001389,            0.001389,            0.001389
                 106,            0.028152,           0.0067924,                   0,             0.67888,                 0.6,             0.62466,             0.27775,            0.051129,            0.011076,                   0,           0.0013425,           0.0013425,           0.0013425
                 107,            0.027411,           0.0071653,                   0,              0.6962,              0.6493,              0.6392,             0.25437,            0.049407,             0.01156,                   0,           0.0012989,           0.0012989,           0.0012989
                 108,            0.028562,           0.0070383,                   0,              0.7406,              0.6662,              0.6688,             0.26703,            0.050154,            0.011133,                   0,           0.0012581,           0.0012581,           0.0012581
                 109,            0.027517,           0.0072799,                   0,              0.8443,             0.63264,             0.69792,             0.27967,             0.05083,             0.01095,                   0,           0.0012202,           0.0012202,           0.0012202
                 110,            0.027681,           0.0072809,                   0,             0.75455,             0.66667,             0.65487,             0.24859,              0.0517,             0.01099,                   0,           0.0011853,           0.0011853,           0.0011853
                 111,             0.02712,           0.0073564,                   0,             0.54552,             0.68022,             0.59847,             0.24788,            0.052862,            0.011365,                   0,           0.0011533,           0.0011533,           0.0011533
                 112,            0.027447,           0.0071514,                   0,             0.67152,             0.68146,             0.67495,             0.27289,            0.050676,            0.011172,                   0,           0.0011243,           0.0011243,           0.0011243
                 113,            0.027227,           0.0069086,                   0,              0.6659,             0.66667,             0.66612,             0.27539,            0.049557,            0.011194,                   0,           0.0010983,           0.0010983,           0.0010983
                 114,            0.027261,            0.006728,                   0,             0.79121,             0.63333,             0.69498,             0.26538,            0.049973,            0.011313,                   0,           0.0010754,           0.0010754,           0.0010754
                 115,             0.02749,           0.0071356,                   0,             0.78419,             0.66667,             0.68593,             0.24374,            0.050134,            0.011733,                   0,           0.0010554,           0.0010554,           0.0010554
                 116,            0.026019,           0.0070449,                   0,             0.72104,                0.65,             0.66474,             0.27575,             0.04917,            0.011327,                   0,           0.0010385,           0.0010385,           0.0010385
                 117,             0.02712,            0.006778,                   0,             0.62499,             0.66667,             0.62789,             0.25532,            0.051578,            0.011721,                   0,           0.0010247,           0.0010247,           0.0010247
                 118,            0.025995,           0.0067381,                   0,             0.65566,             0.66644,             0.62478,             0.23766,            0.051537,            0.011671,                   0,           0.0010139,           0.0010139,           0.0010139
                 119,            0.026794,           0.0068221,                   0,              0.7407,             0.66654,             0.64819,             0.26426,            0.051731,            0.011552,                   0,           0.0010062,           0.0010062,           0.0010062
