               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  75,            0.032563,           0.0082691,                   0,             0.69681,             0.76609,             0.68427,             0.23922,            0.046032,           0.0095278,                   0,           0.0038873,           0.0038873,           0.0038873
                  76,            0.032318,           0.0080959,                   0,             0.76576,                 0.6,             0.65319,             0.25487,            0.044563,            0.010457,                   0,           0.0037779,           0.0037779,           0.0037779
                  77,            0.033263,           0.0075673,                   0,             0.73278,             0.73333,             0.67959,             0.28344,            0.048824,           0.0098564,                   0,           0.0036697,           0.0036697,           0.0036697
                  78,            0.033254,           0.0083597,                   0,             0.70842,                0.65,             0.70267,              0.2598,            0.045584,            0.010696,                   0,           0.0035627,           0.0035627,           0.0035627
                  79,            0.031474,           0.0084906,                   0,             0.63233,             0.71667,             0.64439,             0.24981,            0.045199,            0.010799,                   0,            0.003457,            0.003457,            0.003457
                  80,            0.031489,           0.0080902,                   0,             0.70112,             0.66667,             0.65656,              0.2769,            0.045719,            0.010398,                   0,           0.0033528,           0.0033528,           0.0033528
                  81,            0.032376,           0.0078641,                   0,              0.7321,             0.68333,             0.68905,             0.27199,            0.048288,            0.010252,                   0,             0.00325,             0.00325,             0.00325
                  82,            0.031592,           0.0079807,                   0,             0.66309,                 0.7,             0.62494,              0.2497,            0.049927,            0.010514,                   0,           0.0031488,           0.0031488,           0.0031488
                  83,            0.030944,           0.0074975,                   0,             0.67187,             0.68333,             0.66092,             0.25896,            0.048439,            0.010264,                   0,           0.0030491,           0.0030491,           0.0030491
                  84,            0.031412,           0.0078043,                   0,             0.68847,             0.69981,             0.65584,             0.23182,            0.049639,            0.010598,                   0,           0.0029512,           0.0029512,           0.0029512
                  85,            0.030882,           0.0075784,                   0,              0.7753,             0.63333,             0.66087,             0.26829,            0.049185,             0.01081,                   0,            0.002855,            0.002855,            0.002855
                  86,            0.030429,           0.0076777,                   0,             0.77999,             0.64995,             0.67541,             0.27607,            0.049075,            0.010875,                   0,           0.0027606,           0.0027606,           0.0027606
                  87,            0.029752,            0.007209,                   0,              0.7301,             0.76645,             0.70553,             0.26411,            0.052549,            0.010421,                   0,           0.0026681,           0.0026681,           0.0026681
                  88,            0.030522,           0.0076923,                   0,              0.6762,             0.76667,             0.69213,             0.27926,            0.048955,            0.010526,                   0,           0.0025775,           0.0025775,           0.0025775
                  89,            0.030227,           0.0070762,                   0,             0.68715,             0.73333,             0.70466,             0.27946,            0.050605,             0.01068,                   0,           0.0024889,           0.0024889,           0.0024889
                  90,             0.02969,           0.0075846,                   0,             0.68744,             0.73313,              0.6965,             0.26452,            0.049927,            0.010604,                   0,           0.0024024,           0.0024024,           0.0024024
                  91,            0.029478,             0.00763,                   0,             0.68147,             0.74881,             0.66313,             0.27226,            0.050275,            0.010578,                   0,            0.002318,            0.002318,            0.002318
                  92,            0.028796,           0.0074471,                   0,             0.63228,             0.71645,             0.65502,             0.25732,            0.049969,             0.01062,                   0,           0.0022358,           0.0022358,           0.0022358
                  93,            0.029449,           0.0072866,                   0,             0.72109,             0.73253,             0.67308,              0.2627,            0.047147,            0.010773,                   0,           0.0021558,           0.0021558,           0.0021558
                  94,            0.029766,           0.0074278,                   0,             0.74132,             0.71667,             0.69341,              0.2871,            0.049588,            0.010496,                   0,           0.0020782,           0.0020782,           0.0020782
                  95,            0.029217,           0.0074077,                   0,             0.70463,             0.71667,             0.67964,             0.27504,            0.047306,            0.011089,                   0,           0.0020028,           0.0020028,           0.0020028
                  96,            0.028284,           0.0074068,                   0,             0.74475,             0.68333,              0.6809,              0.2858,            0.050493,            0.010465,                   0,           0.0019299,           0.0019299,           0.0019299
                  97,            0.028242,           0.0070407,                   0,             0.72126,             0.73333,              0.6911,             0.27904,            0.052528,            0.010972,                   0,           0.0018594,           0.0018594,           0.0018594
                  98,            0.029072,           0.0073128,                   0,             0.69836,             0.73315,             0.71419,             0.29058,            0.049431,            0.011013,                   0,           0.0017914,           0.0017914,           0.0017914
                  99,            0.029626,           0.0076675,                   0,             0.75458,             0.66667,             0.67119,             0.25105,            0.051967,            0.010876,                   0,            0.001726,            0.001726,            0.001726
                 100,            0.027316,           0.0073969,                   0,             0.66106,                0.75,             0.68954,             0.27131,            0.050287,            0.010982,                   0,           0.0016631,           0.0016631,           0.0016631
                 101,             0.02771,           0.0071677,                   0,             0.89742,             0.58323,             0.73293,              0.2833,            0.051308,            0.011004,                   0,           0.0016029,           0.0016029,           0.0016029
                 102,            0.028319,           0.0075298,                   0,             0.68155,             0.71667,             0.67487,             0.26522,            0.050572,            0.011062,                   0,           0.0015453,           0.0015453,           0.0015453
                 103,            0.029251,            0.007127,                   0,             0.76699,             0.71667,             0.70302,             0.28754,            0.049323,            0.011082,                   0,           0.0014905,           0.0014905,           0.0014905
                 104,            0.027765,           0.0068372,                   0,             0.74061,             0.66667,             0.67302,             0.27743,            0.052277,            0.011208,                   0,           0.0014384,           0.0014384,           0.0014384
                 105,            0.026927,           0.0068368,                   0,             0.67118,             0.71667,             0.72386,             0.27038,            0.052025,             0.01126,                   0,            0.001389,            0.001389,            0.001389
                 106,            0.027724,           0.0069018,                   0,             0.73208,             0.68311,             0.66448,             0.27035,            0.051439,            0.011356,                   0,           0.0013425,           0.0013425,           0.0013425
                 107,            0.027717,           0.0072294,                   0,             0.72067,             0.73104,              0.6977,              0.2844,            0.049873,            0.010821,                   0,           0.0012989,           0.0012989,           0.0012989
                 108,            0.028153,           0.0069106,                   0,             0.74168,             0.76667,             0.71657,             0.27363,            0.049472,            0.010855,                   0,           0.0012581,           0.0012581,           0.0012581
                 109,            0.027137,            0.007258,                   0,             0.77767,                 0.7,             0.71576,             0.28087,            0.049826,            0.010737,                   0,           0.0012202,           0.0012202,           0.0012202
                 110,             0.02716,            0.007193,                   0,             0.84593,             0.73333,             0.72915,              0.2761,            0.050443,            0.010673,                   0,           0.0011853,           0.0011853,           0.0011853
                 111,            0.026853,            0.007335,                   0,             0.75709,                0.75,             0.73079,             0.29228,            0.048543,            0.011066,                   0,           0.0011533,           0.0011533,           0.0011533
                 112,            0.027355,           0.0071527,                   0,             0.67175,             0.71667,             0.68712,             0.26508,            0.049422,              0.0114,                   0,           0.0011243,           0.0011243,           0.0011243
                 113,             0.02741,           0.0068485,                   0,             0.68253,             0.71665,             0.72786,             0.29747,            0.049346,            0.011026,                   0,           0.0010983,           0.0010983,           0.0010983
                 114,            0.027297,           0.0066502,                   0,             0.72879,             0.71657,             0.70483,             0.29967,            0.051224,            0.011168,                   0,           0.0010754,           0.0010754,           0.0010754
                 115,            0.027085,           0.0070525,                   0,              0.7537,             0.76667,              0.7419,             0.29219,            0.050994,            0.011062,                   0,           0.0010554,           0.0010554,           0.0010554
                 116,            0.025922,            0.007091,                   0,             0.74126,             0.76667,             0.72427,             0.28765,            0.049915,            0.011063,                   0,           0.0010385,           0.0010385,           0.0010385
                 117,            0.026339,           0.0066856,                   0,             0.76785,             0.71663,             0.72609,             0.26088,            0.051763,            0.011433,                   0,           0.0010247,           0.0010247,           0.0010247
                 118,            0.025205,           0.0067404,                   0,             0.76774,             0.71667,             0.72839,             0.26928,            0.050333,            0.011275,                   0,           0.0010139,           0.0010139,           0.0010139
                 119,             0.02695,           0.0067635,                   0,             0.80764,             0.69978,             0.72597,             0.27705,            0.051654,            0.011274,                   0,           0.0010062,           0.0010062,           0.0010062
