               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  98,            0.029163,           0.0073527,                   0,             0.84081,             0.61667,             0.66312,             0.29432,            0.048078,            0.010638,                   0,           0.0017914,           0.0017914,           0.0017914
                  99,            0.029246,            0.007745,                   0,             0.81789,                 0.6,             0.66354,             0.27553,            0.050614,            0.011013,                   0,            0.001726,            0.001726,            0.001726
                 100,            0.027582,             0.00746,                   0,                0.82,             0.68333,             0.69319,             0.30028,            0.048709,             0.01072,                   0,           0.0016631,           0.0016631,           0.0016631
                 101,            0.028049,           0.0073371,                   0,             0.80761,                 0.7,             0.66913,              0.2785,            0.049855,             0.01115,                   0,           0.0016029,           0.0016029,           0.0016029
                 102,            0.028415,           0.0076107,                   0,             0.74544,             0.68333,             0.64072,             0.25943,            0.049198,            0.011534,                   0,           0.0015453,           0.0015453,           0.0015453
                 103,             0.02934,           0.0071728,                   0,             0.80845,              0.6331,               0.632,             0.26249,            0.049304,            0.011771,                   0,           0.0014905,           0.0014905,           0.0014905
                 104,            0.028457,           0.0068864,                   0,             0.79242,             0.69986,             0.65587,             0.27461,            0.048701,             0.01144,                   0,           0.0014384,           0.0014384,           0.0014384
                 105,            0.027409,           0.0070036,                   0,             0.75778,             0.67791,             0.63294,             0.27561,            0.047167,            0.011304,                   0,            0.001389,            0.001389,            0.001389
                 106,            0.028327,           0.0069016,                   0,             0.75429,             0.66514,             0.65829,             0.27973,            0.047595,            0.011498,                   0,           0.0013425,           0.0013425,           0.0013425
                 107,            0.027659,           0.0073546,                   0,             0.74518,             0.68333,             0.64482,             0.26241,            0.049531,            0.011678,                   0,           0.0012989,           0.0012989,           0.0012989
                 108,            0.028222,           0.0069147,                   0,             0.85387,             0.68333,             0.69155,             0.26512,            0.047568,            0.011504,                   0,           0.0012581,           0.0012581,           0.0012581
                 109,            0.027163,           0.0073432,                   0,              0.8332,             0.66667,             0.67582,             0.28352,            0.048771,            0.011244,                   0,           0.0012202,           0.0012202,           0.0012202
                 110,            0.027467,            0.007226,                   0,                0.82,             0.68332,             0.69248,             0.28039,            0.048583,            0.011428,                   0,           0.0011853,           0.0011853,           0.0011853
                 111,            0.027387,           0.0074351,                   0,              0.7722,             0.68333,             0.69538,             0.29901,            0.047347,            0.011247,                   0,           0.0011533,           0.0011533,           0.0011533
                 112,            0.027941,           0.0072417,                   0,             0.80768,                 0.7,             0.71005,             0.29671,            0.047704,            0.010928,                   0,           0.0011243,           0.0011243,           0.0011243
                 113,              0.0273,           0.0070024,                   0,              0.7592,              0.6831,             0.67563,              0.2942,            0.048823,            0.011325,                   0,           0.0010983,           0.0010983,           0.0010983
                 114,            0.027917,            0.006738,                   0,             0.82576,             0.63333,             0.67212,             0.28685,            0.049471,            0.011363,                   0,           0.0010754,           0.0010754,           0.0010754
                 115,            0.027503,           0.0070994,                   0,             0.83983,                 0.7,             0.68455,             0.29186,            0.048536,            0.011353,                   0,           0.0010554,           0.0010554,           0.0010554
                 116,             0.02623,           0.0071858,                   0,             0.84781,             0.64994,             0.67063,             0.29779,            0.048063,            0.011468,                   0,           0.0010385,           0.0010385,           0.0010385
                 117,            0.026529,           0.0067625,                   0,             0.80375,             0.68333,             0.67702,             0.28025,            0.048898,            0.011405,                   0,           0.0010247,           0.0010247,           0.0010247
                 118,             0.02571,           0.0067932,                   0,             0.76348,              0.6994,             0.66169,              0.2719,            0.048482,            0.011606,                   0,           0.0010139,           0.0010139,           0.0010139
                 119,            0.026838,           0.0068134,                   0,             0.80718,                 0.7,             0.66591,              0.2782,            0.049672,            0.011206,                   0,           0.0010062,           0.0010062,           0.0010062
